CLIENTNUM,churn_flag,Months_Inactive_12_mon,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Total_Relationship_Count,Contacts_Count_12_mon,Credit_Limit,Months_on_book,churn_probability,risk_decile,cluster_label
788621658,0,3,1457,24,0.918,6,2,1909.0,37,0.011241699,6,Lower-risk active
716713533,0,2,3393,58,0.065,5,2,19063.0,44,0.008388628,6,Lower-risk active
712338033,0,2,1687,40,0.106,4,4,15982.0,26,0.0057435627,5,Lower-risk active
711639708,0,2,1794,45,0.0,6,2,1438.3,32,0.12098974,8,Lower-risk active
720216108,0,3,2605,61,0.836,4,3,2549.0,14,0.017906306,7,Lower-risk active
718708908,0,2,1426,29,0.394,6,4,5967.0,36,0.0043773963,5,Lower-risk active
802890333,0,1,1660,34,0.714,5,3,2182.0,53,0.017396055,7,Lower-risk active
712965183,0,2,1188,35,0.781,5,3,2689.0,52,0.006380647,6,Lower-risk active
796170933,0,2,3600,66,0.0,6,4,30622.0,51,0.0016445114,3,Lower-risk active
712816833,0,1,1425,32,0.468,4,2,4203.0,48,0.0015326454,3,Lower-risk active
814829583,0,1,4822,74,0.0,6,3,6453.0,37,0.0024965913,4,Lower-risk active
798769458,0,1,3011,83,0.279,3,2,3318.0,23,0.0018666099,3,Lower-risk active
818034558,0,3,2337,40,0.068,5,3,22075.0,39,0.5291002,9,Contacted but fragile
719483358,0,2,2962,54,0.259,3,2,6746.0,14,0.115223005,8,Lower-risk active
719647383,0,2,2001,49,0.332,5,2,4408.0,36,0.055539917,8,Lower-risk active
714909108,0,3,2641,67,0.277,5,3,4838.0,36,0.028064655,7,Lower-risk active
793678608,0,1,3568,57,0.0,5,4,34516.0,40,0.042557716,8,Lower-risk active
720854358,0,1,2026,49,0.557,4,4,3823.0,14,0.0789898,8,Lower-risk active
709126833,0,2,4121,81,0.101,3,1,21670.0,36,0.002591221,4,Lower-risk active
788896983,0,3,1537,37,0.155,6,2,7928.0,38,0.005423218,5,Lower-risk active
715731033,0,1,3569,77,0.028,3,3,33996.0,42,0.0013577887,2,Lower-risk active
717636933,0,1,3542,57,0.0,3,1,4365.0,40,0.010539115,6,Lower-risk active
772658658,0,3,4439,77,0.0,6,4,2248.0,47,0.0067532943,6,Lower-risk active
755943033,0,1,2450,52,0.619,4,1,1901.0,27,0.13771345,8,Lower-risk active
772399983,0,1,1966,31,0.042,3,4,34516.0,45,0.13467313,8,Lower-risk active
826130133,0,2,1121,25,0.057,6,4,31680.0,54,0.024543297,7,Lower-risk active
719238183,0,2,2238,45,0.623,3,3,1872.0,35,0.87697583,9,Contacted but fragile
802666083,0,2,3656,63,0.0,3,2,2055.0,42,0.007273443,6,Lower-risk active
713682708,0,1,3692,60,0.121,5,2,10991.0,37,0.0029468758,4,Lower-risk active
712774008,0,1,1489,34,0.639,6,2,3939.0,46,0.015189149,7,Lower-risk active
717627333,0,1,1363,37,0.938,5,4,2127.0,40,0.052292928,8,Lower-risk active
779542608,0,3,1739,39,0.039,3,2,34010.0,32,0.16927521,8,Lower-risk active
715322958,0,2,3575,67,0.216,4,1,6971.0,36,0.0025764056,4,Lower-risk active
779100408,0,2,2629,61,0.763,6,0,1741.0,15,0.07841654,8,Lower-risk active
715352883,0,3,5176,71,0.0,3,2,24904.0,36,0.103214286,8,Lower-risk active
789963033,1,5,1603,39,0.0,3,5,1438.3,45,0.93412083,9,Dormant high-risk
710687508,0,3,2148,47,0.709,6,1,2621.0,56,0.029972166,7,Lower-risk active
789656358,0,2,3956,74,0.116,5,1,11115.0,35,0.0011217048,2,Lower-risk active
715720083,0,2,3157,76,0.0,6,3,13241.0,39,0.009350729,6,Lower-risk active
716584158,0,1,2090,47,0.174,6,2,14438.0,42,0.08431405,8,Lower-risk active
815727183,0,1,2683,62,0.276,6,1,5228.0,31,0.0025957774,4,Lower-risk active
717066408,0,1,2540,62,0.274,3,4,5550.0,36,0.0012021409,2,Lower-risk active
708104658,0,3,2928,48,0.619,4,2,1438.3,36,0.020604957,7,Lower-risk active
718016808,0,1,1475,27,0.621,3,0,2064.0,55,0.0016534784,3,Lower-risk active
814571058,0,3,2545,64,0.73,4,0,3450.0,24,0.028648812,7,Lower-risk active
714757908,0,1,2163,56,0.04,4,3,34516.0,36,0.046224844,8,Lower-risk active
710345808,0,2,1828,38,0.068,6,2,30030.0,36,0.012697755,6,Lower-risk active
814752558,0,3,2513,62,0.541,5,3,2151.0,45,0.074532546,8,Lower-risk active
721284258,0,1,1636,39,0.351,4,3,7181.0,44,0.13765803,8,Lower-risk active
719336583,0,3,1525,21,0.047,3,3,27745.0,44,0.086509936,8,Lower-risk active
797638383,0,3,3561,73,0.415,4,2,4852.0,43,0.0029281934,4,Lower-risk active
708434733,0,3,1249,28,0.34,6,3,6735.0,50,0.004535899,5,Lower-risk active
711802758,0,1,1700,42,0.309,4,2,6128.0,53,0.027099077,7,Lower-risk active
720620058,0,3,1959,50,0.076,4,2,23124.0,36,0.049231004,8,Lower-risk active
819169683,0,2,1972,37,0.48,3,2,3436.0,29,0.033306,7,Lower-risk active
709757583,0,2,2074,48,0.475,5,1,3176.0,36,0.014970547,7,Lower-risk active
789307833,0,3,1849,56,0.179,5,3,8874.0,34,0.03547549,7,Lower-risk active
823912308,0,1,1767,28,0.533,5,0,3402.0,34,0.0050156787,5,Lower-risk active
720746208,0,1,1356,33,0.772,6,1,2689.0,43,0.01046158,6,Lower-risk active
709121283,0,3,1615,35,0.821,3,2,1556.0,36,0.20179039,8,Lower-risk active
714093108,0,3,1707,56,0.164,3,3,7372.0,36,0.059049062,8,Lower-risk active
718368333,0,1,3323,61,0.138,6,2,5713.0,13,0.001225798,2,Lower-risk active
806752533,0,1,2553,59,0.551,4,3,2965.0,22,0.010369263,6,Lower-risk active
758521983,0,2,2198,40,0.122,3,2,9819.0,26,0.5299405,9,Lower-risk active
779473308,0,3,2411,67,0.0,4,3,8186.0,14,0.024418978,7,Lower-risk active
709376508,0,3,1815,47,0.334,3,2,3846.0,49,0.0671539,8,Lower-risk active
712589658,0,2,1795,37,0.15,5,2,13131.0,30,0.17010754,8,Lower-risk active
712141683,0,2,3457,61,0.256,4,1,2944.0,28,0.0041774507,5,Lower-risk active
712494108,0,3,1872,52,0.057,3,4,34516.0,36,0.55724233,9,Dormant high-risk
721350783,0,3,1569,39,0.354,6,4,5660.0,38,0.005287638,5,Lower-risk active
710133858,0,1,4150,64,0.245,5,1,7554.0,30,0.0018988296,3,Lower-risk active
719152383,0,1,2946,57,0.528,5,4,2494.0,26,0.002943837,4,Lower-risk active
715174158,0,1,2588,48,0.057,4,0,25215.0,36,0.017515406,7,Lower-risk active
780040758,0,3,1999,50,0.698,5,2,2606.0,24,0.0105603095,6,Lower-risk active
719525358,0,3,3310,76,0.239,4,3,8133.0,43,0.0015036359,3,Lower-risk active
710892408,0,2,1681,32,0.405,6,2,3101.0,36,0.06559079,8,Lower-risk active
713295183,0,2,3897,75,0.076,6,3,24446.0,29,0.0010851574,2,Lower-risk active
789871233,0,3,4316,78,0.568,5,2,2361.0,39,0.001333031,2,Lower-risk active
712663533,0,4,3903,62,0.678,6,2,2441.0,32,0.0030009926,4,Lower-risk active
820906233,0,2,3242,63,0.254,5,2,8532.0,41,0.007874069,6,Lower-risk active
821163408,0,3,3411,60,0.094,5,3,16954.0,37,0.009012086,6,Lower-risk active
708947208,0,3,2631,72,0.7,4,1,2900.0,17,0.0049272007,5,Lower-risk active
715261458,0,2,2621,49,0.0,6,4,6827.0,36,0.7584098,9,Contacted but fragile
789310833,0,2,3164,62,0.432,5,5,4513.0,34,0.016088309,7,Lower-risk active
818294958,0,3,4040,77,0.026,3,2,27347.0,47,0.0016551409,3,Lower-risk active
713902983,0,3,4381,77,0.819,4,1,1676.0,36,0.0013747783,3,Lower-risk active
771693933,0,6,1757,33,0.706,6,4,2802.0,50,0.054265805,8,Lower-risk active
827984658,1,0,1885,39,0.0,3,4,23870.0,45,0.95552605,9,Contacted but fragile
789012633,0,2,2907,69,0.224,3,1,4868.0,17,0.0091208955,6,Lower-risk active
807237783,0,3,4166,66,0.05,5,5,20437.0,45,0.0068194317,6,Lower-risk active
803408733,0,1,2466,60,0.598,6,4,2239.0,26,0.011187543,6,Lower-risk active
824667708,0,3,3007,84,0.423,6,3,2428.0,28,0.0011777017,2,Lower-risk active
807165033,0,1,3533,59,0.0,3,5,15027.0,44,0.014663945,7,Lower-risk active
809984133,0,3,2730,68,0.059,3,5,32056.0,32,0.018845404,7,Lower-risk active
718949433,0,2,3415,79,0.027,3,2,34516.0,31,0.0014203672,3,Lower-risk active
751227183,0,3,2283,51,0.288,3,5,5346.0,29,0.21660027,8,Lower-risk active
716331408,1,4,1353,36,0.0,1,5,2143.0,36,0.9771708,10,Dormant high-risk
714199983,0,2,3927,68,0.067,5,5,34516.0,40,0.0025072182,4,Lower-risk active
774172158,0,1,2650,65,0.085,3,2,23507.0,19,0.00884827,6,Lower-risk active
708171858,0,2,2607,44,0.58,5,3,1864.0,28,0.020339321,7,Lower-risk active
709074108,0,2,2787,73,0.036,5,5,23032.0,24,0.016141078,7,Lower-risk active
721304133,0,1,1855,49,0.369,4,3,4277.0,36,0.0014597804,3,Lower-risk active
787430733,0,3,1706,27,0.522,5,2,2771.0,41,0.12722835,8,Lower-risk active
711225933,0,3,2306,61,0.854,5,4,2265.0,36,0.015612165,7,Lower-risk active
717478983,0,2,2697,68,0.687,6,0,2853.0,19,0.0073447837,6,Lower-risk active
720949083,0,3,3534,53,0.819,5,5,3075.0,33,0.55718726,9,Dormant high-risk
712851108,0,1,2965,51,0.152,5,5,15340.0,31,0.2897954,9,Lower-risk active
713151258,0,1,3524,69,0.0,4,4,3065.0,35,0.0035672362,5,Lower-risk active
799731033,0,3,3044,91,0.0,3,2,1438.3,28,0.0035493658,5,Lower-risk active
822138333,0,3,3964,66,0.114,4,5,7118.0,56,0.00790203,6,Lower-risk active
708532308,0,2,3000,70,0.22,4,2,11419.0,36,0.0010222158,2,Lower-risk active
713718558,0,2,3393,64,0.0,6,5,2403.0,37,0.009016981,6,Lower-risk active
778939683,0,3,1452,38,0.337,4,2,2821.0,32,0.0053521586,5,Lower-risk active
713322633,0,3,1682,39,0.93,4,3,2706.0,43,0.3055452,9,Lower-risk active
754671558,0,1,2073,48,0.653,6,4,2999.0,43,0.095961824,8,Lower-risk active
719291283,0,1,2660,62,0.722,5,2,2226.0,28,0.010899602,6,Lower-risk active
720659283,0,3,1910,43,0.551,5,4,3351.0,31,0.057953,8,Lower-risk active
719535558,0,1,4129,72,0.334,5,1,5570.0,36,0.0006832217,1,Lower-risk active
771032658,0,3,1604,39,0.15,3,2,10448.0,41,0.13694268,8,Lower-risk active
709468683,0,2,1755,39,0.643,6,2,2174.0,56,0.027975846,7,Lower-risk active
719455908,0,3,3742,75,0.0,3,3,31501.0,38,0.005026515,5,Lower-risk active
816890883,0,3,2266,74,0.058,6,3,21695.0,30,0.0040827463,5,Lower-risk active
709826058,0,1,1805,34,0.071,3,1,34516.0,36,0.05763601,8,Lower-risk active
735008958,0,3,1703,53,0.092,6,2,13650.0,35,0.005539074,5,Lower-risk active
713766183,0,3,4160,81,0.156,5,4,16156.0,36,0.002847003,4,Lower-risk active
719148633,0,2,1398,24,0.835,6,4,2413.0,46,0.019073538,7,Lower-risk active
789266208,0,2,1408,28,0.268,3,3,5920.0,45,0.056577053,8,Lower-risk active
718373658,0,3,3817,81,0.422,6,0,5841.0,28,0.0014275754,3,Lower-risk active
712255458,0,1,2879,63,0.244,3,5,8418.0,36,0.008050815,6,Lower-risk active
789494133,0,4,2441,53,0.506,5,3,2490.0,21,0.0076322393,6,Lower-risk active
714178458,0,3,1792,53,0.078,3,2,20640.0,35,0.21124591,8,Lower-risk active
717595908,0,1,1688,45,0.231,5,1,9453.0,37,0.0114726685,6,Lower-risk active
798114033,0,2,3355,58,0.19,4,4,7949.0,40,0.01417649,7,Lower-risk active
709479558,0,2,3073,86,0.786,3,1,2758.0,36,0.0030885774,4,Lower-risk active
778148283,0,2,3921,74,0.054,5,1,20148.0,41,0.001470922,3,Lower-risk active
719363283,0,1,1904,47,0.0,3,2,1438.3,36,0.50746465,9,Lower-risk active
716225433,0,3,3103,65,0.095,6,4,26566.0,51,0.040185723,7,Lower-risk active
719882583,0,3,3866,67,0.153,3,5,13477.0,34,0.00456521,5,Lower-risk active
711076533,0,3,3435,58,0.203,5,2,9706.0,42,0.021393586,7,Lower-risk active
820651908,0,2,3162,64,0.0,5,4,7457.0,41,0.021272227,7,Lower-risk active
710884683,0,2,3937,80,0.023,6,5,34516.0,40,0.0018344747,3,Lower-risk active
797468658,0,1,1536,31,0.127,5,3,19081.0,47,0.08952485,8,Lower-risk active
716375883,0,2,1716,38,0.637,6,2,2447.0,36,0.076663904,8,Lower-risk active
711534183,0,2,3533,57,0.0,4,4,28830.0,36,0.03953291,7,Lower-risk active
721083258,0,1,2064,46,0.639,5,3,2563.0,22,0.02744409,7,Lower-risk active
717986058,0,3,2712,64,0.307,6,5,5240.0,13,0.0014337766,3,Lower-risk active
804610908,0,3,3295,66,0.578,4,0,3397.0,44,0.002716211,4,Lower-risk active
717602733,0,3,4165,67,0.0,4,2,1842.0,35,0.009116264,6,Lower-risk active
770952933,0,2,1616,37,0.813,4,4,2383.0,40,0.019429743,7,Lower-risk active
713233908,0,3,2883,93,0.0,5,3,20791.0,21,0.003856206,5,Lower-risk active
755365233,0,2,3948,96,0.079,5,4,19900.0,27,0.00028020135,1,Lower-risk active
715105908,0,3,2507,64,0.038,3,3,32024.0,15,0.0030961656,4,Lower-risk active
712658283,0,2,3222,86,0.262,3,3,3701.0,28,0.0014984502,3,Lower-risk active
708796458,0,1,3016,67,0.453,3,4,4199.0,18,0.009390949,6,Lower-risk active
713557533,0,1,2664,81,0.38,4,3,4353.0,21,0.0031317112,4,Lower-risk active
710524533,1,4,899,28,0.512,4,4,4913.0,36,0.9916732,10,Dormant high-risk
713412558,0,3,2674,67,0.203,3,1,5454.0,22,0.015663488,7,Lower-risk active
720000708,0,3,2945,69,0.636,3,2,2172.0,26,0.006556896,6,Lower-risk active
718934058,0,3,2396,51,0.885,4,2,2845.0,26,0.859847,9,Dormant high-risk
710607408,0,1,3999,96,0.082,3,4,18570.0,28,0.00015959036,1,Lower-risk active
717613233,0,2,2058,56,0.029,5,4,25907.0,33,0.11029924,8,Lower-risk active
821710308,0,3,1739,35,0.915,5,2,2206.0,33,0.068899535,8,Lower-risk active
716089983,0,1,2015,46,0.144,3,4,12050.0,24,0.014975975,7,Lower-risk active
720430083,0,3,3913,67,0.478,3,2,2107.0,36,0.011805803,6,Lower-risk active
712071708,0,3,1320,35,0.641,6,4,2107.0,36,0.017533863,7,Lower-risk active
770721858,0,2,1463,31,0.711,3,5,3539.0,56,0.11298468,8,Lower-risk active
751381458,0,3,3814,72,0.029,3,4,27175.0,36,0.0038440481,5,Lower-risk active
715629783,0,2,4399,64,0.055,6,2,17905.0,36,0.002492876,4,Lower-risk active
768886533,0,1,3246,57,0.243,3,3,4940.0,31,0.002636942,4,Lower-risk active
711023508,0,4,1547,30,0.439,5,2,3161.0,43,0.11953736,8,Lower-risk active
711291558,0,3,2636,50,0.0,4,3,2464.0,36,0.2143661,8,Lower-risk active
714929283,0,1,2625,52,0.696,5,3,3203.0,36,0.007872713,6,Lower-risk active
716285358,0,5,2801,79,0.554,3,4,1835.0,36,0.040946454,7,Lower-risk active
710958033,0,2,4075,76,0.0,3,2,1993.0,39,0.002647335,4,Lower-risk active
711368283,0,3,3448,53,0.047,3,2,34516.0,27,0.003424111,4,Lower-risk active
807275733,0,2,2498,37,0.122,5,2,7130.0,22,0.29812068,9,Lower-risk active
708231183,0,3,2643,72,0.073,5,4,12539.0,22,0.006700765,6,Lower-risk active
789690483,0,2,3135,39,0.0,6,3,8208.0,25,0.036611333,7,Lower-risk active
789338583,0,2,1988,30,0.041,4,2,26222.0,32,0.029181259,7,Lower-risk active
717411483,0,2,3731,69,0.035,4,3,34173.0,36,0.0037046014,5,Lower-risk active
720799608,0,1,1621,32,0.509,5,2,3377.0,49,0.020100579,7,Lower-risk active
714112383,0,3,1380,30,0.397,6,2,5882.0,43,0.0068597975,6,Lower-risk active
717994608,0,3,2113,60,0.0,4,2,7158.0,40,0.058640584,8,Lower-risk active
798558783,0,1,3732,75,0.3,6,4,5833.0,41,0.0011301952,2,Lower-risk active
716875083,0,3,2351,42,0.0,6,4,4152.0,36,0.15916817,8,Lower-risk active
714603558,0,2,2007,46,0.15,6,3,11699.0,24,0.013367374,7,Lower-risk active
789903708,0,3,3968,68,0.347,6,2,4505.0,35,0.0037418173,5,Lower-risk active
801989733,0,3,3915,76,0.156,6,2,7667.0,48,0.00094916875,2,Lower-risk active
789504183,0,3,2574,62,0.0,3,4,34516.0,28,0.16970794,8,Lower-risk active
714574083,0,2,2511,51,0.735,3,3,2937.0,31,0.68490535,9,Contacted but fragile
717978033,0,3,2822,73,0.299,5,4,5257.0,36,0.011630674,6,Lower-risk active
711256908,0,3,3695,81,0.093,6,3,10331.0,28,0.00045776952,1,Lower-risk active
721023708,0,3,2142,62,0.0,3,3,17557.0,36,0.27742714,9,Lower-risk active
714522258,0,3,1596,37,0.364,6,2,4366.0,48,0.037251417,7,Lower-risk active
714247458,0,2,3271,71,0.283,6,2,8037.0,46,0.010333964,6,Lower-risk active
780416433,0,1,2169,38,0.084,4,3,8740.0,25,0.011148035,6,Lower-risk active
713644758,0,2,4098,74,0.236,6,3,8514.0,36,0.0017820556,3,Lower-risk active
712700358,0,3,2411,60,0.688,4,2,2002.0,26,0.055727363,8,Lower-risk active
779873508,0,3,3607,60,0.58,5,4,3132.0,35,0.00785078,6,Lower-risk active
779342958,0,3,3625,85,0.532,2,3,2010.0,13,0.00025924598,1,Mono-product exposed
711738333,0,2,2361,45,0.235,6,3,7567.0,23,0.0049138158,5,Lower-risk active
709413933,1,6,1920,46,0.273,2,4,2381.0,40,0.98505473,10,Dormant high-risk
720323208,0,2,4976,88,0.069,6,4,34516.0,31,0.0047346856,5,Lower-risk active
708132783,0,2,3929,71,0.072,6,2,16411.0,42,0.0013138946,2,Lower-risk active
713372583,0,2,3786,67,0.0,3,0,1438.3,19,0.003461574,4,Lower-risk active
710092683,0,3,1837,47,0.38,2,2,3735.0,30,0.59874064,9,Dormant high-risk
779284833,0,3,3591,63,0.081,3,1,22127.0,37,0.004596507,5,Lower-risk active
713426358,0,2,2395,62,0.0,3,3,5685.0,36,0.0064493674,6,Lower-risk active
717132633,0,2,3066,61,0.2,3,2,7348.0,50,0.0028796443,4,Lower-risk active
714967233,1,2,2109,47,0.0,3,3,11188.0,34,0.9573828,9,Contacted but fragile
767587833,0,1,4599,75,0.688,3,5,3650.0,37,0.005540443,5,Lower-risk active
714954033,0,2,2675,57,0.241,5,3,5076.0,36,0.104131356,8,Lower-risk active
716154258,0,2,2023,37,0.045,3,2,32658.0,38,0.18518735,8,Lower-risk active
755399433,0,1,4549,68,0.032,6,2,28634.0,36,0.0015208705,3,Lower-risk active
709876008,0,1,1803,49,0.431,3,3,3414.0,36,0.0145844845,7,Lower-risk active
709918158,0,6,2028,51,0.0,5,1,12315.0,23,0.5713079,9,Dormant high-risk
713350908,0,3,3636,68,0.711,5,3,2690.0,36,0.003820177,5,Lower-risk active
715759458,0,2,4066,74,0.0,6,4,12165.0,31,0.0012901119,2,Lower-risk active
713976258,0,1,3102,63,0.552,4,3,1792.0,46,0.0037854558,5,Lower-risk active
790174608,0,3,2660,70,0.061,6,2,19300.0,30,0.004896051,5,Lower-risk active
771335358,0,3,3161,54,0.258,3,4,8120.0,24,0.13213883,8,Lower-risk active
708382083,0,2,2584,60,0.0,6,2,2292.0,36,0.28029433,9,Lower-risk active
771829758,0,3,2143,46,0.063,6,3,21434.0,25,0.34552234,9,Lower-risk active
767333808,0,3,4929,74,0.0,5,4,3424.0,43,0.0136176525,7,Lower-risk active
721385433,0,3,1662,39,0.431,3,4,2787.0,51,0.075182535,8,Lower-risk active
794293908,0,2,2847,67,0.17,3,3,8696.0,30,0.012471188,6,Lower-risk active
720409608,0,2,1717,39,0.061,6,3,32446.0,35,0.027532347,7,Lower-risk active
717830583,0,3,4101,88,0.234,6,3,9133.0,36,0.0009896868,2,Lower-risk active
715455708,0,3,2361,49,0.287,3,2,5116.0,37,0.5594216,9,Dormant high-risk
719108358,0,2,2783,56,0.133,5,1,18974.0,31,0.015638987,7,Lower-risk active
769323183,0,2,2086,44,0.208,6,3,12101.0,45,0.6421954,9,Contacted but fragile
820020258,0,3,1778,40,0.179,5,4,5379.0,46,0.3581736,9,Lower-risk active
719234883,0,3,3990,88,0.065,5,3,32676.0,49,0.000782552,1,Lower-risk active
807349158,0,3,2243,60,0.043,4,4,34516.0,31,0.012233811,6,Lower-risk active
710799783,0,3,3143,60,0.117,4,4,15202.0,36,0.0068096723,6,Lower-risk active
778456983,0,3,1823,49,0.542,5,3,2222.0,23,0.5547371,9,Dormant high-risk
708644208,0,2,3355,77,0.0,5,4,5858.0,34,0.0039223037,5,Lower-risk active
711659958,0,2,1594,36,0.694,4,1,2692.0,56,0.001048287,2,Lower-risk active
798988983,0,3,3553,78,0.284,6,2,7165.0,45,0.000979283,2,Lower-risk active
710760258,0,3,4740,81,0.0,4,4,1438.3,38,0.0025335297,4,Lower-risk active
799700208,0,1,3732,70,0.059,5,1,26988.0,32,0.0009534831,2,Lower-risk active
772401933,0,3,3569,62,0.0,3,2,2517.0,26,0.023321116,7,Lower-risk active
787460883,1,3,1234,34,0.0,3,4,11091.0,28,0.86355823,9,Dormant high-risk
770937183,0,1,3502,87,0.194,3,2,10745.0,27,0.00038480715,1,Lower-risk active
715468083,0,2,3146,66,0.049,3,4,34516.0,36,0.008981426,6,Lower-risk active
807161508,0,3,2804,52,0.675,6,2,2590.0,20,0.03180726,7,Lower-risk active
772268058,0,2,3129,69,0.541,5,3,2722.0,35,0.0073077227,6,Lower-risk active
710166783,0,3,4277,80,0.0,3,0,8228.0,36,0.0015986984,3,Lower-risk active
804820233,0,3,2763,62,0.151,6,2,11777.0,33,0.021438656,7,Lower-risk active
708758658,0,1,3951,76,0.016,5,1,34516.0,39,0.0008652403,2,Lower-risk active
714011358,0,1,2876,60,0.0,5,3,14821.0,24,0.12170324,8,Lower-risk active
712401033,0,3,2186,59,0.645,4,1,1438.3,23,0.08168473,8,Lower-risk active
771212508,0,3,2825,93,0.207,6,4,6131.0,21,0.0009168085,2,Lower-risk active
821150958,0,1,3452,66,0.325,3,1,2047.0,47,0.0023222277,4,Lower-risk active
792272658,0,3,3756,73,0.055,3,4,22380.0,34,0.0032055352,4,Lower-risk active
809818008,0,3,2300,60,0.126,3,5,12893.0,31,0.08323545,8,Lower-risk active
803231058,0,1,4294,66,0.44,5,1,3351.0,47,0.0026446017,4,Lower-risk active
715698633,0,1,2341,57,0.467,3,1,5093.0,36,0.042393018,8,Lower-risk active
720450108,0,1,1585,37,0.0,5,1,1438.3,44,0.10866212,8,Lower-risk active
719076858,0,1,2651,81,0.902,5,2,2165.0,20,0.003014617,4,Lower-risk active
720016308,0,2,4199,77,0.684,4,2,1927.0,54,0.00095537095,2,Lower-risk active
712443558,0,1,1994,57,0.0,6,1,22125.0,36,0.045156352,8,Lower-risk active
711835758,0,5,1756,35,0.061,4,3,34516.0,42,0.76569384,9,Dormant high-risk
709284333,0,3,2546,62,0.212,6,2,5260.0,28,0.0067619868,6,Lower-risk active
788122533,0,2,1336,32,0.0,6,2,1438.3,48,0.025935069,7,Lower-risk active
709206333,1,4,1558,40,0.0,3,4,4333.0,30,0.9559621,9,Dormant high-risk
713039808,0,2,1801,48,0.0,3,1,6637.0,32,0.40959895,9,Lower-risk active
801700233,0,3,3140,74,0.776,4,0,3174.0,28,0.0010283779,2,Lower-risk active
716815308,0,2,3942,69,0.339,4,5,4396.0,36,0.00096997095,2,Lower-risk active
821149008,1,2,1661,40,0.0,6,4,34516.0,48,0.76673293,9,Contacted but fragile
720580383,0,2,3637,80,0.0,3,4,1438.3,37,0.0032489006,4,Lower-risk active
780202908,0,3,2833,70,0.216,3,4,6853.0,43,0.080749676,8,Lower-risk active
787504158,0,3,1755,42,0.868,4,2,2570.0,24,0.039112255,7,Lower-risk active
716183283,0,3,3563,70,0.411,5,2,2166.0,15,0.0008553642,2,Lower-risk active
824168808,0,6,2271,60,0.406,4,3,3647.0,27,0.018916748,7,Lower-risk active
712936908,0,1,2969,88,0.153,3,1,11684.0,36,0.00024257143,1,Lower-risk active
719855958,0,1,3367,66,0.0,6,4,4475.0,28,0.0028842443,4,Lower-risk active
710112933,0,3,2580,61,0.103,6,2,16604.0,18,0.0024518124,4,Lower-risk active
768364233,0,2,1505,33,0.346,6,5,5446.0,53,0.02261943,7,Lower-risk active
771725808,0,1,3395,71,0.027,5,4,28700.0,31,0.0024790862,4,Lower-risk active
780686358,0,1,3798,58,0.58,3,1,2888.0,30,0.0032528902,4,Lower-risk active
712762758,0,2,3179,79,0.135,4,0,9451.0,34,0.00023330419,1,Lower-risk active
714392808,0,4,3504,62,0.073,3,5,13933.0,43,0.011407858,6,Lower-risk active
713089458,0,2,3411,78,0.132,5,2,6130.0,33,0.00094539206,2,Lower-risk active
826780683,0,2,3943,85,0.0,6,2,15008.0,36,0.00094184704,2,Lower-risk active
780251658,0,1,2395,57,0.346,4,4,4583.0,18,0.03692909,7,Lower-risk active
772273983,1,3,2138,40,0.416,1,4,5268.0,37,0.9944553,10,Dormant high-risk
737944908,0,2,1599,36,0.098,4,2,14976.0,51,0.006534524,6,Lower-risk active
720688158,0,2,2751,68,0.0,3,4,2282.0,25,0.18494076,8,Lower-risk active
719902908,1,3,1434,31,0.0,3,3,5130.0,36,0.977121,10,Dormant high-risk
771682533,0,3,3928,75,0.0,4,2,5702.0,31,0.0041487683,5,Lower-risk active
708193008,0,3,1616,43,0.0,3,4,14480.0,30,0.55449444,9,Dormant high-risk
772449858,0,3,3849,70,0.183,5,4,7570.0,41,0.006598983,6,Lower-risk active
715992558,0,2,1968,59,0.126,4,2,12878.0,38,0.056260828,8,Lower-risk active
708502908,0,2,3925,88,0.0,5,3,26218.0,48,0.0011174409,2,Lower-risk active
720132258,0,1,3422,78,0.038,6,5,34516.0,36,0.0014096684,3,Lower-risk active
708704433,0,3,2812,77,0.745,6,4,2804.0,23,0.0005496764,1,Lower-risk active
720906033,0,4,2987,52,0.203,5,4,5801.0,25,0.005360964,5,Lower-risk active
719961183,0,3,1550,33,0.563,5,2,2271.0,53,0.012740287,6,Lower-risk active
718838808,0,3,2720,48,0.758,6,3,3107.0,23,0.005908195,6,Lower-risk active
710268858,0,1,3162,99,0.608,5,2,2001.0,22,0.0002009279,1,Lower-risk active
788360283,0,1,2557,55,0.0,4,0,1438.3,26,0.30353254,9,Lower-risk active
717914808,0,3,4044,66,0.157,4,5,4465.0,36,0.0072920043,6,Lower-risk active
802884933,0,2,1665,32,0.413,6,3,3264.0,55,0.020248167,7,Lower-risk active
714436383,0,3,4222,75,0.0,4,2,26856.0,34,0.011904815,6,Lower-risk active
718785483,0,3,4238,85,0.042,6,3,34516.0,29,0.0005771682,1,Lower-risk active
708816408,0,6,3063,71,0.0,4,3,21756.0,32,0.02124876,7,Lower-risk active
715363908,0,1,3658,70,0.328,4,2,4726.0,26,0.0011641546,2,Lower-risk active
709163358,1,3,1727,35,0.073,2,4,34516.0,32,0.99668014,10,Dormant high-risk
827643858,0,2,3212,64,0.0,6,2,5596.0,41,0.03737751,7,Lower-risk active
711251133,0,2,2990,55,0.0,5,3,15326.0,27,0.017374892,7,Lower-risk active
716896833,0,1,1976,35,0.116,3,4,11373.0,38,0.062244236,8,Lower-risk active
